Transaction_ID,Date,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Customer_Rating
TX11110,"April 05, 2025",CUST1622,48.0,Unknown,ELEC,7.0,227.22,1590.54,PayPal,1.0
TX10221,04/05/2025,CUST1151,28.0,Female,CLOTHES,7.0,80.39,562.73,PayPal,-4.0
TX10879,03/06/2025,CUST1067,44.0,female,Electronics & Accessories,-5.0,118.05,-590.25,CASH,3.0
TX10526,"February 17, 2026",CUST1129,20.0,FEMALE,ELEC,5.0,18.24,91.2,E-Wallet,2.0
TX11045,"January 30, 2025",CUST1281,55.0,Male,books,7.0,226.92,1588.44,CASH,5.0
TX10967,02/08/2025,CUST1639,,F,books,-3.0,89.53,-268.59,credit card,2.0
TX10276,18/07/2025,CUST1648,54.0,Male,Home,2.0,230.02,460.04,paypal,1.0
TX10256,11/05/2025,CUST1599,,Female,electronics,7.0,207.58,1453.06,E-Wallet,3.0
TX10139,2025-06-19,CUST1561,29.0,Unknown,Reading Material,1.0,338.98,338.61,Debit Card,5.0
TX10206,08-19-2025,CUST1729,43.0,M,Home & Kitchen,-3.0,178.83,-536.49,Credit Card,
TX10872,17/02/2025,,,FEMALE,Electronics & Accessories,6.0,55.11,330.66,Debit Card,
TX10239,01-27-2025,CUST1390,64.0,Unknown,Home,4.0,365.24,1460.96,CASH,
TX10615,2025-07-13,CUST1611,70.0,M,Apparel,1.0,462.19,462.19,CASH,18.0
TX10959,2026-03-24,CUST1543,23.0,M,home,3.0,491.17,1951.06,Debit Card,1.0
TX10742,07/04/2025,CUST1301,56.0,Unknown,,8.0,466.92,3735.36,,5.0
TX10157,03/09/2025,CUST1464,-2.0,Unknown,Electronics,1.0,391.09,520.32,credit card,4.0
TX10084,03-22-2026,CUST1517,32.0,Male,home,4.0,468.92,1875.68,CASH,5.0
TX10712,2025-06-05,CUST1619,56.0,male,Books,5.0,138.77,693.85,Cash,3.0
TX10328,19/04/2025,CUST1440,,M,,7.0,27859.33,195015.31,Debit Card,5.0
TX10072,2026-01-15,CUST1101,29.0,,electronics,7.0,53.7,375.9,PayPal,1.0
TX10659,"January 18, 2026",CUST1812,50.0,MALE,Electronics,9.0,466.38,4197.42,E-Wallet,3.0
TX10474,05/05/2025,CUST1718,64.0,male,Electronics & Accessories,-4.0,466.0,-1864.0,CASH,1.0
TX11027,23/07/2025,CUST1117,47.0,FEMALE,books,2.0,458.75,917.5,E-Wallet,3.0
TX10633,10-10-2025,CUST1873,22.0,F,Home & Kitchen,1.0,238.92,238.92,E-Wallet,4.0
TX10361,02-02-2026,CUST1670,42.0,Unknown,KITCHEN,5.0,237.48,1187.4,Cash,2.0
TX11112,"July 14, 2025",CUST1666,19.0,M,Home,6.0,498.09,2988.54,CASH,2.0
TX10101,10-01-2025,CUST1898,50.0,Female,electronics,0.0,342.24,0.0,,3.0
TX11118,06-07-2025,CUST1787,70.0,FEMALE,BOOKS,6.0,,,paypal,2.0
TX10942,"July 04, 2025",CUST1564,24.0,M,Electronics & Accessories,1.0,117.25,117.25,Credit Card,3.0
TX10119,2025-08-27,CUST1738,57.0,male,Electronics & Accessories,8.0,414.33,3314.64,paypal,3.0
TX10855,2029-12-31,CUST1886,,F,,3.0,,,PayPal,2.0
TX10419,01-25-2026,CUST1220,66.0,female,Electronics,0.0,,,PayPal,
TX10831,04-15-2025,CUST1440,48.0,female,Home,7.0,43837.92,306865.44,PayPal,3.0
TX10147,"June 10, 2025",CUST1462,56.0,MALE,books,9.0,229.27,2063.43,credit card,-2.0
TX11044,24/01/2025,CUST1909,18.0,female,ELEC,2.0,277.14,554.28,Debit Card,4.0
TX10016,15/01/2026,CUST1233,67.0,MALE,KITCHEN,4.0,300.35,1201.4,Credit Card,4.0
TX10402,01-09-2025,CUST1423,45.0,female,Electronics,2.0,92.66,185.32,,5.0
TX10504,"October 11, 2025",CUST1347,41.0,,electronics,8.0,33.41,267.28,paypal,2.0
TX10304,01/06/2025,CUST1847,62.0,Male,electronics,7.0,154.07,1078.49,,5.0
TX11131,04-11-2025,,32.0,Male,home,9.0,410.56,2093.46,E-Wallet,3.0
TX10954,"April 28, 2025",CUST1408,181.0,M,Home,10.0,149.53,1495.3,Debit Card,1.0
TX10904,19/10/2025,CUST1425,42.0,MALE,Books,1.0,231.35,,credit card,2.0
TX10773,09-13-2025,CUST1747,69.0,Unknown,clothing,8.0,417.68,3341.44,paypal,4.0
TX10038,"May 12, 2025",CUST1097,,Female,BOOKS,5.0,271.75,1358.75,PayPal,5.0
TX10282,"January 06, 2026",CUST1320,54.0,MALE,Home,9.0,453.47,4081.23,paypal,4.0
TX10088,24/08/2025,CUST1437,26.0,female,books,10.0,,,credit card,3.0
TX10971,01-11-2026,CUST1320,67.0,FEMALE,Electronics & Accessories,2.0,458.43,916.86,credit card,2.0
TX10080,2029-12-31,CUST1681,23.0,female,Apparel,10.0,418.64,4186.4,,1.0
TX11046,"January 04, 2026",,52.0,Male,Reading Material,4.0,440.31,1761.24,E-Wallet,2.0
TX11134,2025-04-05,CUST1383,30.0,female,Home,3.0,298.61,895.83,E-Wallet,4.0
TX10503,2025-09-26,CUST1976,65.0,MALE,Reading Material,2.0,,,CASH,2.0
TX10320,2026-03-06,CUST1156,54.0,,Home & Kitchen,7.0,264.52,1851.64,CASH,2.0
TX10905,,CUST1703,51.0,male,ELEC,,25445.59,,Debit Card,
TX10050,2026-01-27,CUST1945,,female,Apparel,4.0,369.93,1479.72,Credit Card,5.0
TX10480,31/07/2025,CUST1485,69.0,male,CLOTHES,5.0,368.3,1841.5,Debit Card,
TX11035,08/03/2026,CUST1068,41.0,F,ELEC,8.0,124.59,996.72,Debit Card,3.0
TX11085,04/02/2025,CUST1093,45.0,MALE,electronics,,414.9,,PayPal,1.0
TX10563,05/01/2025,,34.0,Male,CLOTHES,5.0,274.29,1371.45,,1.0
TX10770,"September 16, 2025",CUST1087,52.0,F,Books,3.0,425.56,1276.68,CASH,3.0
TX10623,2025-07-11,CUST1095,41.0,,Electronics & Accessories,6.0,343.95,2063.7,credit card,-4.0
TX10966,"November 13, 2025",CUST1442,61.0,FEMALE,Home,,24.29,,paypal,2.0
TX10857,"December 04, 2025",CUST1098,31.0,male,home,1.0,377.63,377.63,CASH,4.0
TX10226,2025-01-09,CUST1762,68.0,MALE,Clothing,7.0,-48.97,-441.35,Credit Card,1.0
TX10485,"September 30, 2025",,29.0,F,Electronics & Accessories,4.0,298.42,1193.68,Cash,3.0
TX10489,2029-12-31,CUST1381,53.0,M,Apparel,-5.0,220.06,-1100.3,Debit Card,19.0
TX11049,09-29-2025,CUST1831,37.0,M,Books,1.0,497.29,497.29,credit card,2.0
TX10115,10-02-2025,CUST1133,67.0,M,CLOTHES,4.0,,,Cash,5.0
TX10740,"January 09, 2025",CUST1569,65.0,F,CLOTHES,6.0,469.72,2746.27,Credit Card,1.0
TX10395,17/02/2026,CUST1061,60.0,male,books,8.0,208.49,1667.92,CASH,2.0
TX10310,2025-02-24,CUST1600,32.0,Male,home,6.0,81.81,490.86,CASH,5.0
TX10213,26/09/2025,CUST1979,62.0,Unknown,Electronics & Accessories,10.0,188.89,1888.9,E-Wallet,1.0
TX10792,04/05/2025,CUST1575,132.0,Unknown,Electronics & Accessories,4.0,274.9,,paypal,5.0
TX10060,11-14-2025,CUST1575,43.0,Male,Apparel,5.0,421.93,2109.65,Credit Card,2.0
TX10744,02-22-2026,CUST1337,69.0,Male,,2.0,318.3,636.6,paypal,
TX10455,"May 17, 2025",CUST1686,62.0,female,Home & Kitchen,9.0,88.02,792.18,credit card,2.0
TX10155,02-10-2025,CUST1125,21.0,FEMALE,,,71086.56,,Cash,5.0
TX10895,"July 27, 2025",CUST1420,58.0,Unknown,BOOKS,3.0,17.27,51.81,credit card,3.0
TX10076,17/10/2025,CUST1362,23.0,female,Electronics & Accessories,8.0,494.55,3956.4,E-Wallet,4.0
TX11058,23/12/2025,CUST1894,48.0,Male,ELEC,8.0,346.51,2772.08,Cash,
TX10799,2025-06-03,,175.0,F,CLOTHES,6.0,83.67,502.02,credit card,2.0
TX10891,2025-12-01,CUST1963,34.0,,books,5.0,329.14,1645.7,,2.0
TX10322,"February 17, 2025",CUST1768,23.0,Unknown,electronics,6.0,45.65,273.9,E-Wallet,5.0
TX10295,"July 14, 2025",,64.0,Male,KITCHEN,1.0,170.42,170.42,Debit Card,1.0
TX10037,"October 10, 2025",CUST1888,43.0,female,Books,-4.0,233.8,-935.2,Cash,2.0
TX10640,2025-01-29,CUST1937,51.0,Male,books,8.0,29.32,234.56,CASH,2.0
TX10205,26/12/2025,CUST1738,56.0,F,CLOTHES,2.0,388.56,777.12,Debit Card,1.0
TX10033,"February 12, 2025",CUST1052,67.0,FEMALE,Home & Kitchen,5.0,220.68,1103.4,Debit Card,5.0
TX10984,"March 09, 2026",CUST1991,58.0,F,Reading Material,6.0,151.51,736.69,credit card,3.0
TX10933,11-27-2025,CUST1294,18.0,female,Electronics & Accessories,7.0,17.92,125.44,E-Wallet,3.0
TX10786,2025-10-17,CUST1614,60.0,Female,Apparel,2.0,447.17,894.34,E-Wallet,5.0
TX10537,2025-09-28,CUST1319,186.0,,Apparel,-1.0,172.13,-172.13,,2.0
TX10751,28/04/2025,CUST1360,20.0,Male,electronics,9.0,306.53,2758.77,Debit Card,4.0
TX10739,"March 21, 2026",CUST1106,50.0,female,Apparel,4.0,334.53,1338.12,paypal,4.0
TX10599,2025-05-19,CUST1591,32.0,F,Electronics & Accessories,4.0,487.75,1951.0,E-Wallet,5.0
TX10245,02-08-2025,CUST1519,61.0,F,Books,6.0,348.79,2092.74,Credit Card,5.0
TX10697,2025-10-06,CUST1217,33.0,Male,Electronics & Accessories,3.0,153.02,459.06,E-Wallet,4.0
TX11074,04-02-2025,CUST1158,28.0,Unknown,Home & Kitchen,9.0,442.42,3981.78,E-Wallet,1.0
TX10812,,CUST1672,35.0,Female,clothing,9.0,370.36,3333.24,CASH,4.0
TX10606,28/10/2025,,40.0,MALE,KITCHEN,4.0,318.46,1273.84,PayPal,3.0
TX10881,"January 21, 2026",CUST1229,43.0,MALE,home,9.0,148.95,1340.55,credit card,3.0
TX10651,02-09-2025,CUST1867,51.0,Female,Electronics & Accessories,3.0,277.39,832.17,Credit Card,3.0
TX10326,25/03/2025,CUST1110,63.0,Male,Reading Material,3.0,407.03,1221.09,E-Wallet,5.0
TX10383,"October 18, 2025",CUST1358,23.0,Female,Apparel,10.0,350.69,3506.9,credit card,
TX10928,12-13-2025,CUST1865,64.0,Male,ELEC,3.0,184.9,554.7,credit card,16.0
TX10149,16/07/2025,CUST1569,55.0,MALE,Home,10.0,448.65,4486.5,Credit Card,1.0
TX10428,2026-02-09,CUST1376,70.0,FEMALE,Clothing,,201.34,,Cash,2.0
TX10724,09-14-2025,CUST1117,56.0,Male,Reading Material,7.0,386.86,2708.02,PayPal,5.0
TX11143,2025-01-28,CUST1780,178.0,male,Electronics,9.0,22.85,205.65,Debit Card,1.0
TX10140,12/08/2025,CUST1285,193.0,FEMALE,Home & Kitchen,-2.0,144.7,-289.4,Cash,-4.0
TX11076,2026-03-06,CUST1587,29.0,FEMALE,clothing,3.0,482.13,1446.39,Cash,1.0
TX10844,"June 24, 2025",CUST1231,24.0,Male,Electronics,5.0,317.63,1588.15,paypal,3.0
TX10909,02-01-2026,CUST1826,50.0,MALE,Reading Material,5.0,54540.35,272701.75,,1.0
TX10007,01-16-2025,CUST1439,25.0,Female,Reading Material,5.0,198.39,991.95,Cash,5.0
TX10870,"February 06, 2026",CUST1865,34.0,Male,Reading Material,10.0,315.58,3155.8,Cash,1.0
TX10091,09/09/2025,CUST1574,70.0,female,Electronics,2.0,257.84,515.68,credit card,1.0
TX10184,"July 02, 2025",CUST1997,34.0,Female,home,,85.42,,credit card,5.0
TX10116,10/08/2025,CUST1785,42.0,Female,clothing,8.0,166.86,1334.88,E-Wallet,5.0
TX10960,"December 15, 2025",CUST1838,67.0,F,Electronics & Accessories,4.0,252.01,1008.04,CASH,1.0
TX10099,02-13-2025,CUST1636,39.0,M,Home,3.0,397.36,1192.08,PayPal,1.0
TX10936,13/02/2026,CUST1628,178.0,male,KITCHEN,7.0,343.97,2407.79,credit card,1.0
TX10144,2026-01-01,CUST1691,55.0,MALE,Home & Kitchen,4.0,325.34,1301.36,Credit Card,
TX10463,02-12-2025,CUST1658,48.0,MALE,Home & Kitchen,2.0,398.28,796.56,E-Wallet,4.0
TX10869,"March 20, 2025",CUST1570,22.0,M,Electronics,5.0,350.8,1754.0,,3.0
TX10965,31/12/2025,CUST1026,68.0,Male,home,7.0,335.15,1206.78,PayPal,2.0
TX10301,"January 14, 2026",CUST1623,-5.0,FEMALE,Reading Material,10.0,,,Credit Card,2.0
TX10515,06-12-2025,CUST1951,69.0,female,Electronics,-4.0,366.57,-1466.28,Cash,1.0
TX10645,2025-02-24,CUST1673,40.0,Unknown,books,3.0,233.75,701.25,credit card,2.0
TX10884,01-03-2025,CUST1849,18.0,M,Clothing,6.0,339.78,2038.68,Credit Card,4.0
TX10919,08-16-2025,CUST1710,34.0,female,Electronics,2.0,450.89,901.78,PayPal,5.0
TX10064,01-25-2026,CUST1273,23.0,Male,books,9.0,375.77,3381.93,Debit Card,1.0
TX10756,22/02/2025,CUST1029,65.0,M,ELEC,10.0,141.48,1414.8,Credit Card,1.0
TX10880,14/02/2025,CUST1184,22.0,Unknown,Books,8.0,266.56,2132.48,CASH,4.0
TX10447,"August 09, 2025",CUST1279,29.0,Unknown,Home & Kitchen,2.0,203.09,498.03,Debit Card,3.0
TX10390,"October 13, 2025",CUST1719,40.0,FEMALE,BOOKS,10.0,414.97,4149.7,Credit Card,4.0
TX10274,2025-02-22,CUST1780,54.0,F,clothing,2.0,100.99,201.98,Cash,4.0
TX10380,02-15-2025,CUST1316,65.0,F,KITCHEN,6.0,476.3,2857.8,CASH,
TX10766,2025-10-11,CUST1943,30.0,female,Books,1.0,372.29,277.64,paypal,
TX10921,11-02-2025,,,MALE,Home & Kitchen,5.0,396.87,1984.35,Credit Card,4.0
TX10098,"March 19, 2026",CUST1359,33.0,MALE,electronics,8.0,118.88,951.04,Credit Card,
TX10369,01-07-2025,CUST1006,31.0,female,Home,3.0,-25.42,-76.26,Cash,5.0
TX10061,"July 31, 2025",CUST1185,33.0,female,Electronics & Accessories,8.0,290.57,,Cash,5.0
TX10768,2026-02-03,CUST1890,40.0,FEMALE,BOOKS,4.0,208.4,833.6,CASH,2.0
TX10128,07/01/2026,CUST1146,24.0,Female,KITCHEN,2.0,345.39,690.78,CASH,1.0
TX10878,20/10/2025,CUST1579,23.0,Male,Electronics,458.0,101.43,46454.94,PayPal,1.0
TX11075,"December 17, 2025",CUST1673,60.0,Male,Clothing,-3.0,363.99,-1091.97,PayPal,4.0
TX10232,28/03/2025,CUST1410,18.0,F,Clothing,8.0,97.17,777.36,CASH,5.0
TX10462,05-18-2025,CUST1071,52.0,F,home,7.0,-32.49,-227.43,Credit Card,11.0
TX11040,"May 18, 2025",CUST1145,181.0,female,clothing,2.0,-42.27,-84.54,E-Wallet,5.0
TX10655,2025-03-16,CUST1758,38.0,FEMALE,home,5.0,-40.03,-200.15,Credit Card,4.0
TX10747,"March 27, 2025",CUST1648,54.0,M,home,,178.23,,Credit Card,5.0
TX10381,"May 22, 2025",CUST1995,,Male,,0.0,346.35,0.0,CASH,5.0
TX11128,"June 03, 2025",CUST1031,66.0,Female,home,6.0,431.62,2589.72,E-Wallet,2.0
TX10176,2026-02-05,CUST1093,35.0,Unknown,Electronics & Accessories,,62.04,,Credit Card,1.0
TX10779,07-04-2025,CUST1764,66.0,male,home,192.0,190.92,36656.64,Credit Card,1.0
TX10642,"May 07, 2025",CUST1543,21.0,female,,8.0,326.45,2611.6,credit card,1.0
TX10829,01/11/2025,CUST1220,45.0,,Electronics,8.0,478.57,3828.56,credit card,5.0
TX10188,2025-08-23,CUST1385,,,Clothing,7.0,-24.86,-174.02,paypal,2.0
TX10297,03-11-2025,CUST1429,40.0,M,home,2.0,167.02,415.68,credit card,5.0
TX10785,"January 04, 2025",CUST1464,61.0,male,Clothing,399.0,343.25,136956.75,Debit Card,3.0
TX10513,"June 20, 2025",CUST1349,47.0,female,Home & Kitchen,10.0,119.86,,CASH,4.0
TX10060,02-16-2026,CUST1161,-4.0,F,CLOTHES,9.0,317.78,2860.02,Cash,5.0
TX10354,08-14-2025,CUST1378,38.0,Male,ELEC,7.0,340.96,2386.72,Cash,3.0
TX10207,09/08/2025,CUST1319,18.0,male,electronics,2.0,292.71,585.42,Cash,13.0
TX10113,06-03-2025,CUST1738,42.0,Male,KITCHEN,2.0,65.47,130.94,CASH,5.0
TX10689,05/11/2025,CUST1332,38.0,M,Books,,247.28,,credit card,5.0
TX10070,09-03-2025,CUST1795,34.0,Female,Electronics & Accessories,-4.0,265.56,,CASH,2.0
TX10969,"April 01, 2025",CUST1964,34.0,F,home,10.0,295.17,3043.55,,
TX11019,06-13-2025,CUST1581,48.0,F,clothing,7.0,28.47,199.29,Debit Card,4.0
TX10856,"January 12, 2026",CUST1610,163.0,female,Home,1.0,112.99,112.99,Cash,1.0
TX10251,22/10/2025,CUST1086,,Unknown,Clothing,8.0,169.37,1121.55,E-Wallet,3.0
TX10364,"June 16, 2025",CUST1904,44.0,FEMALE,CLOTHES,10.0,170.12,1701.2,E-Wallet,3.0
TX11122,"May 24, 2025",CUST1053,41.0,Female,books,1.0,62.54,62.54,paypal,-2.0
TX10243,2025-07-06,CUST1159,43.0,M,home,-2.0,189.39,-319.41,paypal,5.0
TX10774,16/10/2025,CUST1161,29.0,F,home,1.0,410.59,410.59,Credit Card,1.0
TX10454,31/10/2025,CUST1772,54.0,female,BOOKS,3.0,424.48,1273.44,Debit Card,2.0
TX10568,2025-12-16,CUST1632,70.0,FEMALE,Books,6.0,126.69,760.14,PayPal,5.0
TX10459,"January 08, 2026",CUST1050,35.0,F,books,7.0,427.26,3559.7,credit card,2.0
TX10755,29/12/2025,CUST1690,53.0,F,BOOKS,8.0,480.3,3842.4,credit card,-2.0
TX11136,08-13-2025,CUST1083,42.0,male,KITCHEN,5.0,424.84,2124.2,Cash,4.0
TX10368,2026-03-02,CUST1278,69.0,female,books,6.0,325.22,1951.32,paypal,
TX10528,"February 24, 2026",CUST1453,139.0,male,books,4.0,475.69,1902.76,E-Wallet,2.0
TX11084,"December 11, 2025",CUST1677,18.0,Unknown,Electronics,,27.24,,CASH,1.0
TX10097,2029-12-31,CUST1434,49.0,MALE,books,5.0,233.75,1168.75,CASH,1.0
TX10264,05-04-2025,CUST1497,58.0,Female,Clothing,3.0,474.51,1423.53,Cash,2.0
TX10672,,CUST1621,64.0,Female,home,9.0,299.95,2699.55,CASH,3.0
TX10952,"January 02, 2026",,49.0,FEMALE,KITCHEN,7.0,39.47,276.29,Cash,-2.0
TX10628,"February 09, 2026",CUST1424,53.0,Unknown,home,3.0,74.5,223.5,Credit Card,2.0
TX10464,"February 07, 2025",CUST1279,21.0,Unknown,Books,2.0,143.12,286.24,CASH,5.0
TX10793,"November 03, 2025",CUST1220,62.0,female,Electronics,10.0,423.9,4239.0,paypal,2.0
TX10604,"October 26, 2025",CUST1773,31.0,Unknown,BOOKS,4.0,429.66,1718.64,,-5.0
TX10637,"October 01, 2025",CUST1524,48.0,MALE,ELEC,5.0,89.77,448.85,E-Wallet,5.0
TX10143,2025-10-06,CUST1116,24.0,FEMALE,Electronics & Accessories,2.0,172.14,344.28,,-4.0
TX10174,02-09-2026,CUST1353,39.0,Male,Electronics & Accessories,,406.6,,CASH,1.0
TX10132,2025-12-26,CUST1440,,F,Reading Material,3.0,38.6,,,2.0
TX10797,25/02/2025,CUST1113,69.0,F,electronics,4.0,388.73,1554.92,Credit Card,2.0
TX10914,12-03-2025,CUST1290,19.0,male,electronics,8.0,398.22,3185.76,Credit Card,17.0
TX10885,2025-03-27,CUST1694,40.0,FEMALE,Clothing,8.0,226.68,1813.44,PayPal,1.0
TX10757,"October 16, 2025",CUST1694,56.0,female,Reading Material,3.0,92.12,276.36,Credit Card,5.0
TX10093,01-21-2026,CUST1607,54.0,Female,Clothing,-3.0,175.57,-526.71,Debit Card,3.0
TX10828,"February 12, 2026",CUST1498,,Female,home,4.0,372.99,2109.8,credit card,4.0
TX10913,2025-02-24,CUST1539,67.0,Unknown,Electronics,9.0,275.26,2477.34,CASH,4.0
TX10554,02-20-2025,CUST1683,38.0,Male,CLOTHES,9.0,298.28,2684.52,Credit Card,5.0
TX11081,24/04/2025,CUST1315,49.0,female,Electronics,9.0,-14.15,-153.43,credit card,4.0
TX10172,08-17-2025,CUST1046,46.0,MALE,Electronics & Accessories,7.0,359.21,,,-4.0
TX11107,"July 20, 2025",CUST1225,42.0,female,Apparel,2.0,97.11,194.22,Credit Card,2.0
TX10342,31/01/2026,CUST1404,47.0,female,Reading Material,2.0,479.42,958.84,Debit Card,3.0
TX11017,2025-06-26,CUST1613,27.0,Male,,7.0,484.14,3388.98,PayPal,3.0
TX10922,2029-12-31,CUST1056,58.0,F,Books,3.0,219.77,659.31,Debit Card,4.0
TX10237,"June 01, 2025",CUST1007,39.0,Female,Electronics & Accessories,9.0,76.7,690.3,Credit Card,1.0
TX10957,2025-02-13,CUST1209,57.0,Female,Reading Material,3.0,442.42,1327.26,Cash,
TX10661,02/03/2026,,22.0,Unknown,Apparel,0.0,402.79,,PayPal,4.0
TX10708,06-28-2025,CUST1968,39.0,Female,Home & Kitchen,5.0,122.49,612.45,E-Wallet,11.0
TX11082,"June 25, 2025",CUST1216,38.0,F,BOOKS,2.0,123.72,247.44,E-Wallet,4.0
TX10142,06/02/2026,CUST1785,63.0,Female,Electronics & Accessories,4.0,-44.1,-113.37,Cash,0.0
TX10044,"September 24, 2025",CUST1140,59.0,Unknown,Electronics,1.0,442.71,442.71,credit card,4.0
TX10588,"June 28, 2025",CUST1782,46.0,F,Apparel,3.0,401.66,1204.98,Debit Card,3.0
TX10616,"February 19, 2025",CUST1261,41.0,male,CLOTHES,5.0,43.93,219.65,Credit Card,4.0
TX10125,"January 05, 2026",CUST1296,51.0,male,home,4.0,176.57,706.28,,4.0
TX10650,2025-06-13,CUST1335,172.0,M,Electronics & Accessories,4.0,110.0,440.0,CASH,4.0
TX10868,2029-12-31,CUST1122,19.0,Unknown,Reading Material,4.0,282.22,1128.88,,1.0
TX10903,2026-02-19,CUST1007,33.0,Male,Home & Kitchen,4.0,59.18,236.72,E-Wallet,4.0
TX11003,01-12-2025,CUST1509,65.0,male,Electronics & Accessories,5.0,427.05,,E-Wallet,2.0
TX10374,2025-11-28,CUST1764,23.0,FEMALE,books,1.0,197.7,197.7,Cash,
TX10825,13/12/2025,CUST1440,43.0,Male,home,8.0,497.6,3980.8,paypal,5.0
TX10586,15/01/2026,CUST1179,22.0,Unknown,Books,7.0,254.8,1783.6,Debit Card,2.0
TX10238,22/09/2025,CUST1132,180.0,M,,10.0,495.33,,,3.0
TX11089,10/10/2025,CUST1389,19.0,F,BOOKS,3.0,230.01,690.03,paypal,0.0
TX10396,"June 19, 2025",CUST1545,51.0,F,KITCHEN,10.0,226.12,2261.2,Cash,3.0
TX10275,25/08/2025,CUST1720,23.0,Unknown,BOOKS,10.0,-21.06,-210.6,credit card,4.0
TX10989,"February 13, 2026",CUST1235,57.0,Unknown,BOOKS,7.0,13.12,91.84,Credit Card,2.0
TX10972,19/11/2025,CUST1512,59.0,MALE,clothing,6.0,262.5,1575.0,credit card,1.0
TX10846,"April 06, 2025",CUST1572,169.0,Female,CLOTHES,5.0,92.18,460.9,CASH,3.0
TX10579,2025-07-22,CUST1853,33.0,F,Books,6.0,112.48,674.88,Cash,5.0
TX10333,13/01/2026,CUST1684,46.0,FEMALE,clothing,0.0,-26.34,-0.0,paypal,4.0
TX10494,"August 19, 2025",CUST1825,26.0,MALE,KITCHEN,0.0,94.71,0.0,paypal,3.0
TX10782,,CUST1362,28.0,Male,Home,6.0,410.01,,CASH,2.0
TX10042,27/12/2025,CUST1073,60.0,M,Clothing,3.0,103.31,309.93,Debit Card,1.0
TX10667,04-16-2025,CUST1406,38.0,Male,home,4.0,108.09,432.36,Cash,5.0
TX10445,2026-01-21,CUST1882,47.0,female,ELEC,10.0,422.17,4221.7,E-Wallet,
TX11137,2025-10-23,CUST1759,-7.0,FEMALE,Reading Material,9.0,159.39,1434.51,Credit Card,1.0
TX10470,14/02/2026,CUST1043,190.0,FEMALE,Reading Material,9.0,194.81,1753.29,CASH,4.0
TX10370,07-07-2025,CUST1446,62.0,Unknown,clothing,10.0,54.03,434.98,PayPal,2.0
TX10443,"April 11, 2025",CUST1019,55.0,Male,Home & Kitchen,6.0,138.57,831.42,CASH,1.0
TX10108,02-28-2025,CUST1470,58.0,Male,Home,9.0,361.6,3254.4,CASH,2.0
TX10022,"December 10, 2025",CUST1943,54.0,M,KITCHEN,4.0,21.87,87.48,paypal,5.0
TX10613,09-28-2025,CUST1079,58.0,female,Books,10.0,241.11,2411.1,Credit Card,2.0
TX10012,"November 02, 2025",CUST1882,37.0,FEMALE,Electronics,8.0,52.68,421.44,paypal,4.0
TX10349,"November 09, 2025",CUST1320,48.0,F,clothing,8.0,395.59,3164.72,Debit Card,
TX10931,2025-10-28,CUST1589,69.0,Female,Electronics & Accessories,2.0,245.24,490.48,CASH,5.0
TX10557,06-28-2025,CUST1439,37.0,F,Reading Material,-4.0,375.95,-1503.8,,-4.0
TX10379,"March 09, 2026",CUST1587,,female,Apparel,8.0,317.59,2540.72,credit card,
TX10580,13/11/2025,CUST1414,18.0,MALE,Apparel,1.0,195.67,195.67,Cash,2.0
TX10355,02-21-2026,CUST1726,70.0,male,clothing,8.0,471.65,3773.2,,1.0
TX10847,2025-11-11,CUST1655,26.0,Female,Books,3.0,313.12,939.36,PayPal,1.0
TX10123,11/12/2025,CUST1427,48.0,M,books,6.0,390.0,2340.0,credit card,4.0
TX10723,2025-06-10,CUST1296,62.0,,electronics,5.0,232.25,1161.25,credit card,1.0
TX10104,05-03-2025,CUST1117,,MALE,Electronics & Accessories,1.0,281.36,281.36,credit card,4.0
TX10248,01/03/2025,CUST1414,,,,8.0,202.32,1233.29,Credit Card,5.0
TX10859,11/07/2025,CUST1021,36.0,FEMALE,BOOKS,,99.01,,E-Wallet,0.0
TX10690,"September 19, 2025",CUST1989,68.0,F,Electronics,260.0,69.26,18007.6,Cash,3.0
TX10406,03/08/2025,CUST1332,41.0,Unknown,Home,5.0,41.03,205.15,paypal,2.0
TX10384,,CUST1175,53.0,Male,BOOKS,5.0,107.18,535.9,PayPal,1.0
TX10319,05/08/2025,CUST1820,33.0,Male,CLOTHES,10.0,366.87,3668.7,Cash,1.0
TX10026,07/09/2025,CUST1970,65.0,FEMALE,Reading Material,9.0,331.14,3749.05,paypal,-2.0
TX10811,12/10/2025,CUST1632,42.0,Female,home,-4.0,-6.95,15.47,CASH,
TX10318,09-08-2025,CUST1471,23.0,FEMALE,clothing,10.0,169.65,1696.5,Cash,2.0
TX10167,13/03/2025,CUST1851,33.0,Female,CLOTHES,1.0,292.56,292.56,Cash,2.0
TX10547,"June 11, 2025",CUST1706,69.0,F,Electronics,-5.0,311.26,-1556.3,E-Wallet,5.0
TX10171,2025-11-14,CUST1941,69.0,F,Electronics & Accessories,6.0,,,Cash,5.0
TX10377,03-20-2026,CUST1370,35.0,MALE,Clothing,2.0,-17.02,-34.04,credit card,0.0
TX10054,"January 05, 2025",CUST1090,65.0,male,KITCHEN,9.0,332.05,2988.45,credit card,2.0
TX10711,11/03/2025,CUST1447,35.0,Unknown,ELEC,3.0,323.78,954.56,CASH,1.0
TX11050,"February 22, 2026",CUST1864,22.0,MALE,Reading Material,4.0,279.82,1119.28,paypal,2.0
